Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
OO79691,Arizona,11828.61437,College,F,0,111,0,Personal Auto,1018.808223,SUV
PE72393,Arizona,11905.06754,High School or Below,F,0,115,0,Corporate Auto,840.179082,Four-Door Car
QG39997,Arizona,4212.8026,College,F,10097,110,0,Personal Auto,218.635593,Four-Door Car
ET45138,California,5553.18672,College,F,33255,138,0,Personal Auto,662.4,Sports Car
WP46383,Oregon,26538.57925,Bachelor,F,94132,73,0,Personal Auto,350.4,Four-Door Car
FJ12205,Oregon,6511.467626,Master,M,42602,85,3,Personal Auto,63.161647,Two-Door Car
KE42114,Nevada,4730.355248,Doctor,M,17250,62,0,Personal Auto,175.528642,Four-Door Car
CO15448,California,2908.020838,College,M,74212,73,0,Personal Auto,188.878749,Four-Door Car
SU31072,Washington,4821.156466,Bachelor,M,85756,61,0,Personal Auto,117.036869,Four-Door Car
LC87490,Arizona,2248.449633,Bachelor,F,24910,63,1,Personal Auto,347.857619,Four-Door Car
OT36536,Oregon,5232.454958,Bachelor,M,41596,66,0,Personal Auto,316.8,Four-Door Car
DE59454,Nevada,2557.585549,Bachelor,M,72202,63,0,Corporate Auto,453.6,Two-Door Car
VS63956,California,5871.175279,Bachelor,M,33967,76,0,Personal Auto,364.8,Four-Door Car
TR39403,California,3681.978995,Master,F,77951,93,3,Corporate Auto,19.668633,Two-Door Car
AB62982,Oregon,5918.066128,Doctor,F,77521,73,0,Personal Auto,350.4,Two-Door Car
QP76867,Oregon,16152.90489,College,M,0,109,0,Personal Auto,852.460341,Sports Car
MO41014,Arizona,4984.618655,Bachelor,M,86305,62,0,Corporate Auto,80.73124,Four-Door Car
EK56325,Arizona,6637.228238,High School or Below,M,0,92,2,Personal Auto,662.4,Four-Door Car
LB59405,California,5979.724161,High School or Below,F,57693,76,0,Personal Auto,547.2,Four-Door Car
JI37927,Oregon,7736.457821,College,F,0,112,3,Corporate Auto,78.975117,SUV
OJ43280,California,5644.474853,Bachelor,M,33137,74,0,Personal Auto,472.500375,Two-Door Car
YW43854,Washington,6944.739992,High School or Below,M,0,68,0,Personal Auto,489.6,Four-Door Car
AL43475,California,7373.225991,College,F,44938,183,0,Personal Auto,2069.309854,Luxury Car
XY80192,Oregon,13979.09014,High School or Below,M,33617,117,0,Personal Auto,761.722334,Four-Door Car
PI71828,Arizona,2395.968567,College,M,38460,61,0,Personal Auto,191.365686,Four-Door Car
RQ94849,California,2387.858281,College,M,0,67,0,Personal Auto,482.4,Four-Door Car
JX93039,Washington,4883.335068,College,F,40171,123,0,Personal Auto,576.880144,SUV
KF44948,Washington,20496.69426,High School or Below,F,0,64,0,Personal Auto,307.2,Four-Door Car
OK14812,Nevada,2491.317024,Doctor,M,36631,62,0,Personal Auto,67.530904,Four-Door Car
UV49359,Nevada,7372.230729,Bachelor,F,74335,187,0,Corporate Auto,896.436023,Luxury Car
IZ88103,California,12625.27947,Bachelor,F,79421,104,0,Personal Auto,115.126739,Four-Door Car
QC27179,Oregon,5261.419836,Bachelor,M,38466,68,0,Personal Auto,204.685796,Two-Door Car
VC47959,Arizona,4895.811925,College,F,54495,61,0,Personal Auto,182.350945,Four-Door Car
BN45584,Oregon,4034.926461,College,F,0,112,0,Special Auto,806.4,Sports Car
YP53257,Oregon,10179.71704,Bachelor,F,14290,271,0,Personal Auto,1300.8,Luxury SUV
VP84987,California,17497.52201,College,M,0,73,0,Personal Auto,350.4,Two-Door Car
LK57934,Nevada,10569.62547,Bachelor,M,45776,89,0,Personal Auto,95.95081,Four-Door Car
AV49798,Arizona,7842.865664,College,M,94263,98,0,Personal Auto,112.420211,Four-Door Car
RD73104,Washington,7942.448548,High School or Below,F,12181,108,0,Personal Auto,591.511506,Four-Door Car
IZ17303,California,17002.02246,Bachelor,M,97268,85,0,Personal Auto,35.278648,Four-Door Car
PK79296,California,2602.212965,College,F,28995,67,0,Personal Auto,321.6,Four-Door Car
VA82895,Oregon,4112.841668,High School or Below,F,25030,113,4,Personal Auto,542.4,Sports Car
WC66749,Oregon,5213.068893,College,F,12613,70,0,Personal Auto,336,Four-Door Car
JO68735,California,2292.791874,Bachelor,F,0,64,0,Personal Auto,460.8,Two-Door Car
JA55700,California,3933.813993,High School or Below,M,25927,103,0,Personal Auto,674.973614,SUV
IX97339,Arizona,9234.277026,College,F,0,134,0,Corporate Auto,643.2,SUV
DH93540,Oregon,4650.063763,College,M,28215,65,0,Personal Auto,468,Two-Door Car
KV56995,Nevada,3954.344534,Bachelor,M,18375,103,0,Personal Auto,535.080276,Sports Car
PA15141,California,6953.952351,High School or Below,F,43221,87,0,Special Auto,398.735257,Four-Door Car
FC48492,California,2876.775085,Bachelor,M,0,84,0,Personal Auto,849.011958,Four-Door Car
ZJ29643,Washington,6265.343299,Doctor,F,0,84,1,Personal Auto,481.025786,Four-Door Car
EC22495,Oregon,3145.456489,High School or Below,M,52082,79,0,Personal Auto,379.2,Four-Door Car
RO87000,California,2688.878609,High School or Below,M,50719,68,0,Personal Auto,394.248334,Four-Door Car
YU35148,Washington,4749.127521,Bachelor,F,0,123,0,Personal Auto,590.4,SUV
BW51534,California,8364.502793,High School or Below,F,0,110,0,Corporate Auto,528,SUV
ER50891,California,3450.328786,High School or Below,M,39248,87,0,Personal Auto,386.765125,Four-Door Car
LM63497,Oregon,2935.838245,College,F,0,82,0,Personal Auto,590.4,Four-Door Car
DE71115,Washington,2772.502139,High School or Below,M,68463,70,1,Personal Auto,336,Four-Door Car
AX71238,California,3963.40327,High School or Below,M,38096,99,0,Personal Auto,475.2,Two-Door Car
IZ50034,Washington,8062.546117,College,M,42124,101,0,Personal Auto,484.8,SUV
AR75105,California,7805.31287,College,F,21073,106,1,Personal Auto,508.8,SUV
LX77880,Oregon,4855.773614,Bachelor,F,24149,61,0,Personal Auto,292.8,Four-Door Car
PQ72803,Washington,2886.451602,High School or Below,F,10312,78,0,Personal Auto,486.278557,Four-Door Car
PV99529,Arizona,2724.430809,Bachelor,M,0,77,0,Personal Auto,404.82483,Two-Door Car
UW10841,California,9976.24549,Bachelor,M,74115,63,0,Personal Auto,275.349481,Four-Door Car
UO93347,California,3755.260251,High School or Below,M,34624,95,0,Personal Auto,270.370335,Four-Door Car
WK46492,Arizona,9642.214529,Bachelor,F,36108,128,2,Personal Auto,614.4,SUV
DO70918,Nevada,4573.998134,High School or Below,F,0,127,0,Special Auto,914.4,Sports Car
KG71396,Nevada,4017.055485,High School or Below,M,0,118,0,Corporate Auto,959.849922,Two-Door Car
MI16758,Nevada,12052.88693,High School or Below,F,43184,102,0,Personal Auto,376.836888,SUV
AT98182,California,2525.419695,Doctor,F,0,67,0,Corporate Auto,146.301396,Four-Door Car
GP67583,Arizona,8207.777598,College,M,35349,102,0,Personal Auto,489.6,Four-Door Car
DY73849,California,4569.8758,Bachelor,F,0,124,0,Personal Auto,250.723005,SUV
UR42360,California,16979.79757,Bachelor,M,35095,73,0,Personal Auto,525.6,Two-Door Car
IK74329,Arizona,18061.91837,High School or Below,F,13164,70,0,Personal Auto,75.393383,Two-Door Car
WJ20394,Nevada,5191.047011,High School or Below,M,0,141,0,Corporate Auto,676.8,SUV
PF26758,Oregon,6271.315156,College,F,94880,79,3,Special Auto,347.595108,Four-Door Car
DK81475,Nevada,4619.449922,College,M,95301,114,0,Personal Auto,547.2,SUV
DK93464,Nevada,8571.480718,Bachelor,F,56202,107,0,Personal Auto,513.511091,Two-Door Car
XS76166,Oregon,3245.479985,College,F,35592,82,0,Personal Auto,496.805418,Two-Door Car
TZ76531,California,12489.21197,High School or Below,M,0,113,0,Personal Auto,542.4,Four-Door Car
RC22595,Arizona,3799.746262,College,F,0,102,0,Personal Auto,489.6,Four-Door Car
IA90990,California,10004.74874,High School or Below,F,0,89,0,Corporate Auto,640.8,Two-Door Car
QQ69088,Washington,5577.669457,Doctor,M,11097,73,0,Corporate Auto,350.4,Two-Door Car
ED59130,Arizona,16705.10312,Bachelor,M,74900,208,0,Personal Auto,998.4,Luxury SUV
SC90717,California,31864.8589,Doctor,M,23576,89,0,Personal Auto,383.508096,Four-Door Car
PP36346,Nevada,3708.811428,High School or Below,F,23393,95,0,Corporate Auto,456,Four-Door Car
JU75786,Oregon,7203.133626,Master,F,0,95,0,Personal Auto,149.843223,Two-Door Car
TU68427,Arizona,2649.658715,High School or Below,F,0,73,0,Personal Auto,350.4,Two-Door Car
YD28431,California,6991.614179,Master,F,66346,87,1,Personal Auto,78.179743,Four-Door Car
MY56715,Oregon,3380.712383,Bachelor,M,58109,86,0,Corporate Auto,412.8,Two-Door Car
NF60680,Arizona,20096.89337,High School or Below,F,92766,71,0,Personal Auto,379.029102,Two-Door Car
BD70337,California,24706.92011,High School or Below,M,26307,73,0,Personal Auto,313.192439,Four-Door Car
DM77491,Oregon,7416.466665,Bachelor,M,0,69,0,Personal Auto,238.057939,Four-Door Car
EV57176,California,5605.380417,High School or Below,F,21171,72,0,Corporate Auto,345.6,Four-Door Car
CQ76876,California,13749.37083,College,F,82753,114,0,Personal Auto,264.666921,Four-Door Car
QI89498,Oregon,2203.588481,College,F,0,64,0,Personal Auto,757.206098,Four-Door Car
BH43020,California,3369.71211,Bachelor,M,39754,85,0,Personal Auto,62.282034,Four-Door Car
EC66666,Arizona,7296.493236,College,F,0,67,0,Personal Auto,321.6,Two-Door Car
EO74797,Arizona,7840.646748,Bachelor,F,0,76,1,Personal Auto,364.8,Four-Door Car
IA30254,Nevada,14837.50253,High School or Below,M,0,70,0,Corporate Auto,712.619939,Four-Door Car
KC79907,Arizona,7441.004843,College,F,91915,186,0,Personal Auto,93.56694,Luxury Car
XW34862,Nevada,11981.98481,Master,F,21514,62,0,Special Auto,257.248789,Two-Door Car
RI76930,California,4163.04081,College,F,43276,104,0,Personal Auto,499.2,SUV
XZ40716,California,8054.982035,High School or Below,F,75531,102,0,Personal Auto,489.6,Four-Door Car
ZC75052,California,22658.53652,Bachelor,M,23665,67,0,Personal Auto,404.817249,Four-Door Car
DH51686,Arizona,4048.722426,Bachelor,F,0,118,0,Personal Auto,566.4,Four-Door Car
HJ89045,California,10288.92495,Bachelor,F,96337,127,0,Personal Auto,609.6,SUV
DJ34695,California,21920.81339,High School or Below,M,60180,183,0,Corporate Auto,988.533256,Luxury Car
KR89806,Oregon,16468.22079,High School or Below,F,0,63,0,Personal Auto,685.12694,Four-Door Car
OX62816,Washington,5167.357134,Master,M,30376,66,0,Personal Auto,316.8,Four-Door Car
WM36886,California,5757.442258,Master,M,88997,72,0,Corporate Auto,174.041566,Four-Door Car
BE92692,Oregon,2487.777024,Bachelor,M,69236,63,1,Personal Auto,110.868874,Four-Door Car
JV79596,Oregon,14594.45235,Bachelor,F,27627,63,0,Special Auto,453.6,Two-Door Car
KA49711,Nevada,5320.343098,Bachelor,M,77524,68,3,Corporate Auto,64.799325,Four-Door Car
YI68606,Oregon,2442.200921,High School or Below,F,75449,61,0,Corporate Auto,130.775164,Two-Door Car
AU11344,Oregon,5142.389806,Bachelor,F,35666,131,0,Personal Auto,312.110029,SUV
BG42047,Nevada,2511.944048,College,M,17658,65,0,Personal Auto,312,Four-Door Car
CF73234,Oregon,2629.315549,High School or Below,M,0,71,0,Corporate Auto,340.8,Four-Door Car
VE85103,Nevada,2449.128459,College,M,20567,72,4,Personal Auto,345.6,Four-Door Car
LN99977,California,4061.997378,College,F,30061,104,0,Special Auto,499.2,Sports Car
CR56473,Nevada,5252.511788,High School or Below,M,0,74,0,Corporate Auto,532.8,Four-Door Car
YP32443,Oregon,4372.194536,Bachelor,M,20354,116,0,Personal Auto,556.8,SUV
MQ46375,Oregon,15320.21872,Bachelor,M,36637,192,0,Corporate Auto,921.6,Luxury Car
VU30980,California,9657.579498,High School or Below,M,0,131,0,Personal Auto,628.8,SUV
JX50349,Oregon,2472.469209,College,F,63860,62,0,Personal Auto,208.598246,Four-Door Car
DH34004,California,6191.402312,College,M,0,199,3,Personal Auto,955.2,Luxury Car
DU66880,Arizona,13583.6249,High School or Below,M,58544,114,0,Personal Auto,769.788818,Four-Door Car
QH87479,Oregon,27528.31132,High School or Below,F,54586,76,0,Personal Auto,122.590766,Two-Door Car
MF87270,California,2952.581331,High School or Below,F,57248,74,0,Personal Auto,355.2,Four-Door Car
PX99904,California,4949.389491,Bachelor,F,0,134,0,Corporate Auto,964.8,Sports Car
TD43065,California,8209.924674,Bachelor,M,66037,69,0,Personal Auto,69.004181,Four-Door Car
DU39756,Nevada,4170.687348,Master,F,29462,107,1,Corporate Auto,513.6,SUV
GY65868,California,20600.23958,Bachelor,M,64541,86,0,Personal Auto,256.279637,Four-Door Car
NG15645,California,2858.087414,Master,F,27382,71,0,Personal Auto,134.104322,Four-Door Car
HH69970,California,6282.082435,Bachelor,F,32311,79,0,Corporate Auto,207.289724,Four-Door Car
YJ57293,California,2776.842204,College,M,23830,76,1,Corporate Auto,364.8,Two-Door Car
BV22194,Arizona,14194.15441,High School or Below,F,88178,70,0,Personal Auto,336,Two-Door Car
UH22701,Oregon,9726.551005,Master,F,72236,80,0,Personal Auto,518.064733,Four-Door Car
IA85970,California,8099.466122,Bachelor,F,0,112,0,Personal Auto,438.812143,SUV
TC18240,Oregon,5020.473987,College,M,67890,63,0,Personal Auto,174.08854,Four-Door Car
GE58317,Arizona,4834.710493,College,F,38713,66,4,Personal Auto,316.8,Four-Door Car
GW42895,Oregon,17625.53763,Bachelor,F,77803,63,0,Personal Auto,217.554695,Four-Door Car
FH77504,California,11009.13049,Bachelor,F,51643,283,0,Personal Auto,1358.4,Luxury Car
XK87182,Oregon,4502.207001,College,F,46402,113,0,Personal Auto,476.385575,Four-Door Car
HB17438,Washington,10570.7888,Bachelor,M,92044,132,0,Personal Auto,617.288574,SUV
DH18269,Arizona,10614.64457,College,M,16040,96,0,Personal Auto,611.476898,Two-Door Car
DP19820,Oregon,11436.42994,College,M,0,135,4,Personal Auto,980.52817,SUV
IK64989,Washington,4458.113369,Bachelor,M,17622,65,1,Personal Auto,312,Four-Door Car
MP85571,Arizona,5558.31428,Bachelor,F,0,188,4,Personal Auto,2156.011022,SUV
VO29645,Oregon,5169.49937,High School or Below,M,12430,73,0,Personal Auto,350.4,Four-Door Car
GP83239,California,7840.165778,College,M,58414,210,2,Personal Auto,1008,Luxury SUV
GQ21970,Nevada,24108.30057,Bachelor,F,17257,70,0,Personal Auto,551.132139,Four-Door Car
HP40365,Oregon,5638.046345,College,F,70492,70,0,Personal Auto,328.362698,Two-Door Car
UX87150,California,7680.147853,College,M,68229,96,0,Corporate Auto,460.8,Four-Door Car
OZ30867,Oregon,8409.067687,High School or Below,F,33397,106,0,Personal Auto,508.8,SUV
LC60153,California,12341.83389,Bachelor,M,72503,106,0,Personal Auto,295.821353,SUV
OX87524,California,2611.128028,Master,F,90349,64,0,Personal Auto,435.7186,Four-Door Car
ZY78741,California,6081.481291,High School or Below,M,0,87,0,Corporate Auto,626.4,Four-Door Car
DB79306,California,4416.345862,College,M,25480,117,3,Personal Auto,486.545439,SUV
EM77767,Oregon,10932.21496,College,F,72462,68,0,Personal Auto,272.737308,Two-Door Car
PH78214,Oregon,5427.174517,College,F,27677,72,1,Personal Auto,345.6,Four-Door Car
LY17996,California,6190.316839,High School or Below,M,25743,79,0,Personal Auto,596.2476,Two-Door Car
XV76553,Oregon,4523.752381,High School or Below,M,74935,112,0,Corporate Auto,192.859737,SUV
SD38003,California,2482.38724,Bachelor,M,0,71,0,Personal Auto,511.2,Four-Door Car
QC30094,Oregon,6903.946532,High School or Below,F,15921,92,1,Corporate Auto,571.549745,Four-Door Car
KH92987,Arizona,21740.02913,High School or Below,F,30095,136,0,Personal Auto,652.8,SUV
OB32671,Oregon,37939.48817,High School or Below,F,20587,106,0,Personal Auto,363.77598,SUV
CD26907,California,31215.68581,Bachelor,M,0,117,0,Personal Auto,1227.822079,Sports Car
YY46839,Washington,8482.456771,High School or Below,F,29628,106,0,Corporate Auto,763.2,Two-Door Car
HY36253,California,8490.284985,Bachelor,M,28677,78,0,Personal Auto,131.515739,Four-Door Car
KA62728,California,8886.610685,High School or Below,M,87094,113,1,Personal Auto,64.894362,Four-Door Car
GH98275,California,4670.953723,College,F,0,64,0,Corporate Auto,181.810486,Four-Door Car
DJ87316,Oregon,10209.9339,High School or Below,M,43736,128,0,Personal Auto,614.4,SUV
XC85830,Oregon,4118.588554,Bachelor,F,69379,103,0,Corporate Auto,494.4,Two-Door Car
VK85405,California,7409.586372,High School or Below,F,80415,62,0,Corporate Auto,281.372658,Two-Door Car
ZP27971,California,3803.79853,High School or Below,M,26050,97,0,Personal Auto,465.6,Four-Door Car
QC95625,California,12157.32992,High School or Below,M,57449,103,0,Personal Auto,494.4,Four-Door Car
DN34058,Washington,28119.28723,Bachelor,F,68211,99,0,Corporate Auto,475.2,Four-Door Car
VS80344,Arizona,8219.358756,Bachelor,F,28445,103,0,Special Auto,427.762841,Two-Door Car
SJ24275,Nevada,4803.24007,College,F,37313,62,0,Personal Auto,246.57631,Four-Door Car
YB58105,California,10865.86075,High School or Below,M,0,110,1,Corporate Auto,1066.913401,Four-Door Car
BP35803,California,3425.73115,College,F,29194,89,0,Personal Auto,424.466821,Four-Door Car
CL73599,Arizona,8609.158215,Bachelor,F,79090,107,0,Personal Auto,289.040734,SUV
ZR22245,Washington,4605.036646,College,F,22571,63,0,Personal Auto,302.4,Four-Door Car
JJ57298,Oregon,18634.72656,College,M,0,139,0,Corporate Auto,1066.63167,SUV
FF53048,Arizona,3465.52691,Master,F,48744,86,0,Personal Auto,412.8,Two-Door Car
HD83496,Arizona,2478.180205,Bachelor,M,0,71,0,Corporate Auto,511.2,Four-Door Car
DD94148,California,5792.439588,College,M,29530,74,0,Personal Auto,222.478994,Two-Door Car
FM52759,Nevada,5548.031892,Bachelor,M,67798,69,0,Personal Auto,331.2,Four-Door Car
OI39918,California,3443.301126,Bachelor,M,16208,93,0,Personal Auto,446.4,Two-Door Car
PC72443,Oregon,4529.072491,College,F,94757,112,0,Personal Auto,5.453269,Four-Door Car
OQ15169,Washington,5597.12496,High School or Below,F,37995,139,0,Corporate Auto,667.2,SUV
ZO89996,Oregon,2616.613903,College,M,72302,66,0,Personal Auto,316.8,Two-Door Car
OP70207,Oregon,10506.88413,College,M,37934,137,1,Personal Auto,385.440163,Sports Car
ID39569,Washington,10758.65568,High School or Below,M,19382,94,0,Personal Auto,676.8,Four-Door Car
RJ80405,Arizona,5498.661301,Bachelor,M,33191,70,0,Personal Auto,443.53718,Four-Door Car
NT21324,Arizona,2791.880258,College,M,72389,70,0,Personal Auto,206.158416,Four-Door Car
IY98928,Arizona,5176.157299,Master,F,91475,64,0,Personal Auto,73.295606,Four-Door Car
XJ81725,California,8166.878898,College,M,0,111,0,Personal Auto,799.2,Four-Door Car
FE62142,Oregon,4267.076892,Bachelor,F,43682,107,0,Corporate Auto,148.003496,SUV
ZH55575,California,5217.513287,Bachelor,F,39854,66,0,Corporate Auto,261.930545,Two-Door Car
WI86229,Oregon,7807.216137,Master,M,52162,99,0,Personal Auto,251.152889,Two-Door Car
QR42111,Arizona,5058.927182,High School or Below,F,0,134,0,Special Auto,643.2,SUV
DN71979,Arizona,7772.579276,College,M,74755,195,0,Personal Auto,1404,Luxury Car
IC22580,California,11533.96706,College,M,85339,95,0,Personal Auto,392.7457,Four-Door Car
MX93069,Oregon,5073.282126,Doctor,M,57709,125,0,Personal Auto,600,SUV
TG37225,California,4636.54647,College,M,26802,66,1,Personal Auto,316.8,Two-Door Car
GY69750,Oregon,5296.838482,Master,M,0,73,0,Personal Auto,152.080908,Four-Door Car
KX99703,Oregon,6273.911874,College,F,18577,86,0,Personal Auto,412.8,Four-Door Car
AA35519,Arizona,8002.308333,College,F,0,107,0,Personal Auto,513.6,SUV
FE99816,Nevada,15563.36944,Bachelor,F,0,253,5,Personal Auto,1214.4,Luxury Car
YP92773,Washington,4723.821588,Bachelor,F,21546,119,1,Corporate Auto,625.395925,Two-Door Car
CF26052,Arizona,8436.350708,Bachelor,F,49182,70,0,Personal Auto,165.410515,Two-Door Car
PR37714,California,7153.208425,Bachelor,F,32238,91,0,Personal Auto,439.781453,Four-Door Car
CE92675,California,6990.691643,College,F,0,68,0,Personal Auto,326.4,Four-Door Car
BK47926,California,6375.079233,High School or Below,M,98118,83,3,Personal Auto,398.4,Four-Door Car
BY62906,Arizona,27990.35769,High School or Below,M,22971,101,0,Personal Auto,562.021558,SUV
UY95661,California,4971.727892,Master,M,49161,63,2,Personal Auto,171.746945,Two-Door Car
OS84395,Nevada,7611.949286,Bachelor,M,90252,95,0,Corporate Auto,122.924197,Four-Door Car
JS53793,Arizona,2422.194555,Doctor,F,25036,61,1,Corporate Auto,292.8,Four-Door Car
BV25135,California,4647.423581,Bachelor,M,28314,121,0,Personal Auto,580.8,SUV
